Date Reported,Company,Product,Reason,Severity Class,Status,State
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 150 mcg (0.15 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-455-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"Church & Dwight Co., Inc.","Zicam, Cold Remedy, Medicated Nasal Swabs, With Cooling Menthol & Eucalyptus, 20 Single-Use Swabs per carton, Zinc-Free Homeopathic, Distributed by Church & Dwight Co. Inc., Ewing, NJ 08628, UPC 732216301205.",CGMP Deviations; FDA inspection of the contract manufacturer noted out of limit results for microbiological testing,Class II,Ongoing,NJ
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 175 mcg (0.175 mg), packaged in a) 90-count bottles (NDC 16729-456-15), and b) 1000-count bottles (NDC 16729-456-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,"Fresenius Kabi USA, LLC","Tyenne (tocilizumab-aazg) Injection, 400 mg/20 mL (20 mg/mL), 20 mL vial, Rx Only, Manufactured  by Fresenius Kabi USA, LLC,  Lake Zurich, Illinois, 60047, NDC 65219-594-20.",Presence of particulate matter:An internal investigation at the firm found the product to contain glass particles.,Class I,Ongoing,IL
20260902,B BRAUN MEDICAL INC,"Lactated Ringer's Injection USP, 1000 mL EXCEL container, Rx only, L7500, B. Braun Medical, Inc., Bethlehem, PA 18018-3524 USA, NDC 0264-7750-00",Presence of Particulate matter.,Class I,Ongoing,PA
20260902,"Safecor Health, LLC","Ibuprofen, 150 mg per 7.5 mL, Delivers: 7.5 mL, Conc: 20 mg/mL, Oral Suspension, 12mL Oral Syringes, Berry Flavor/Alcohol Free, Mfg By: MCNEIL, Pkg by: Safecor, Woburn, MA",Cross Contamination with Other Products,Not Yet Classified,Ongoing,MA
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 100 mcg (0.1 mg), packaged in a) 90-count bottles (NDC 16729-451-15) and b) 1000-count bottles, (NDC 16729-451-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 88 mcg (0.088 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-450-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 112 mcg (0.112 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-452-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,Apotex Corp.,"Paxil CR, Paroxetine, Extended-Release Tablets, 37.5mg, 30 count bottle, Rx only, Manufactured by: Apotex Inc., Toronto, Ontario, Canada M9L 1T9, Manufactured for: Apotex Corp., Weston, Florida 33326, NDC 60505-4379-3",Failed Dissolution Specifications; product failed to meet 24-month stability testing acceptance criteria,Class II,Ongoing,FL
20260826,"American Regent, Inc.","Cyanocobalamin injection USP, 10,000 mcg/10 mL (1,000 mcg/mL), For IM or SC Use Only, packaged in a) 10 mL Multi-Dose Vial (NDC 0517-0032-01) and b) 25x10 mL Multi-Dose Vials (NDC 0517-0032-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Golden State Medical Supply Inc.,"Carbamazepine Tablets, USP, 200mg, packaged in a)1000-count bottles (NDC 51407-215-10), b) 100-count bottles (NDC 51407-215-01), Rx Only, Manufactured by: Taro Pharmaceutical Industries Ltd., Marketed by: GSMS, Incorporated, Camarillo, CA 93012 USA",CGMP deviations: tablets with black specks.,Class II,Ongoing,CA
20260826,"American Regent, Inc.","Multrys (Trace Elements Injection 4, USP), For intravenous infusion, packaged in a) 1 mL Single-Dose Vial (NDC 0517-9302-01), and b) 25x1 mL Single-Dose Vials (NDC 0517-9302-25) Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","ACETYLCYSTEINE SOLUTION, USP, 20% (200 mg/mL), packaged in a) 4 mL Vial NOT FOR INJECTION (NDC 0517-7604-01), and b) 25x4 mL Vials NOT FOR INJECTION (NDC 0517-7604-25), Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Papaverine HCl Injection, USP, 60 mg/2 mL (30 mg/mL), packaged in a) 2mL Single-Dose Vial (NDC 0517-4002-01), and b) 25x2mL Single-Dose Vials (NDC 0517-4002-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.",Presence of Particulate Matter: Product contaminated with particulate matter identified as glass and/or paraformaldehyde,Class I,Ongoing,NY
20260826,"American Regent, Inc.","ACETYLCYSTEINE SOLUTION, USP, 10% (100 mg/mL), packaged in a) 4 mL Vial NOT FOR INJECTION (NDC 0517-7504-01), and b) 25x4 mL Vials NOT FOR INJECTION (NDC 0517-7504-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Shilpa Medicare Limited,"PEMRYDI RTU (pemetrexed injection), 100 mg/10 mL (10 mg/mL),  Single-dose vial, Rx only, Manufactured by: Zydus Lifesciences Limited, Ahmedabad, India; Distributed by: Amneal Pharmaceuticals LC, Bridgewater, NY 08807.  NDC: 70121-2453-1",Discolored solution. The firm has received market complaints reporting green to dark green discoloration in certain vials,Class II,Ongoing,
20260826,"American Regent, Inc.","Atropine Sulfate injection, USP, 1 mg/mL, For intravenous Use, Sterile, packaged in a) 1 mL Single-Dose Vial (NDC 0517-1001-01), and b) 25x1 mL Single-Dose Vial (NDC 0517-1001-25), Rx only, AMERICAN REGENT INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Regeneron Pharmaceuticals Inc,"Libtayo (cemiplimab-rwlc) Injection, 350 mg/7 mL (50 mg/mL), For Intravenous Infusion After Dilution, Single-Dose Vial, Rx only, Manufactured by: Regeneron Pharmaceuticals, Inc., Tarrytown, NY 10591; Marketed by: Regeneron Pharmaceuticals, Inc. (Tarrytown, NY 10591),  NDC 61755-008-01",Lack of Assurance of Sterility,Class II,Ongoing,NY
20260826,"American Regent, Inc.","Nitroglycerin injection, USP, 50 mg/10 mL (5 mg/mL), packaged in a) 10 mL vials (NDC 0517-4810-01), b) 25x10mL vials (NDC 0517-4810-25) RX only, AMERICAN REGENT, INC., Shirley, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Mylan Pharmaceuticals Inc,"Acamprosate Calcium, Delayed-Release Tablets, 333 mg, 180 tablets bottles, Rx only, Mylan Pharmaceuticals Inc., Manufactured for: Mylan Pharmaceuticals Inc., Morgantown, WV 266505, NDC 0378-6333-80.",Failed Dissolution Specifications,Class II,Ongoing,WV
20260826,Shilpa Medicare Limited,"PEMRYDI RTU(pemetrexed injection), 500 mg/50 mL (10 mg/mL), Single-dose vial, Rx only, Manufactured by: Zydus Lifesciences Limited, Ahmedabad, India; Distributed by: Amneal Pharmaceuticals LC, Bridgewater, NY 08807.  NDC: 70121-2461-1",Discolored solution. The firm has received market complaints reporting green to dark green discoloration in certain vials,Class II,Ongoing,
20260826,"American Regent, Inc.","niCARdipine Hydrochloride Injection, USP, 25 mg/10mL (2.5 mg/mL), packaged in a) 10 mL Single Dose Vial (NDC 72572-470-01) and b) 10x10 mL Single Dose Vials (NDC 72572-470-10), Rx Only, Mfd for: Civica, Inc., Lehi, UT, Mfd by: American Regent, Inc., New Albany, OH 43054.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","AMINAOCAPROIC ACID INJECTION, USP, 250 mg/mL (5 g/20 mL), packaged in a) 20 mL MULTIPLE DOSE VIAL FOR IV INFUSION (NDC 0517-9120-01),  and b) 25x20 mL MULTIPLE DOSE VIALS (NDC 0517-9120-25), Rx Only, American Regent, Inc., Shirley, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Selenious Acid Injection, USP 12 mcg/2 mL (6 mcg/2mL), For intravenous use, packaged in a) 2mL Single-Dose Vial (NDC 0517-6502-01), and b)10x2mL Single-Dose Vial (NDC 0517-6502-10), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"Fresenius Kabi USA, LLC","Morphine Sulfate Injection, USP, 2 mg /mL, 1 mL single-dose Simplist prefilled syringes, For Intramuscular or Intravenous use, Rx only, Fresenius Kabi, Lake Zurich, IL. Unit of Use NDC Number 76045-004-01; Unit of Sale NDC Number 76045-004-11","Labeling: Label Mixup: MicroVault labeled as Morphine 2 mg/1 mL, contains a Prefilled Syringe of Dilaudid 0.5 mg/0.5 mL.",Class I,Ongoing,IL
20260826,SUN PHARMACEUTICAL INDUSTRIES INC,"Carbamazepine Tablets, USP, 200mg, 1000 count bottles, Rx only, Manufactured by: Taro Pharmaceutical Industries Ltd., Haifa Bay, Israel 2624761, Distributed by: Taro Pharmaceuticals USA, Inc., Hawthorne, NY 10532, NDC 51672-4005-3.",CGMP Deviations; black spots found on tablets from burnt excipient during manufacturing,Class II,Ongoing,NJ
20260826,"American Regent, Inc.","Cyanocobalamin injection USP, 1,000 mcg/mL, For IM or SC Use Only, packaged in a) 1 mL Multi-Dose Vial (NDC 0517-0031-01), and b) 25x1 mL Multi-Dose Vials (NDC 0517-0031-25) Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Tralement (trace elements injection 4*, USP), packaged in a) 1mL Single Dose vials (NDC 0517-9305-01) and b) 5x1mL Single Dose vials (NDC 0517-9305-25), Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260819,Buy-Herbal,"Kian Pee Wan Capsules, 30-count bottles",Marketed Without an Approved NDA/ANDA: Product contains undeclared drug ingredients dexamethasone and cyproheptadine.,Class I,Ongoing,NY
20260819,Shoolin Pharma Chem LLP,"SILDENAFIL CITRATE USP, 0.100 KG, 100 gm-bag Net Wt, RX ONLY ""FOR Prescription Compounding Only"", Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesana, Gujarat, 382715, India,  (CAS NO. 171599-83-0) NDC 85702-001-05",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260819,"Apollo Care, LLC","SEMAGLUTIDE 7.5mg (5mg/mL), Glycine 7.5 mg (5mg/mL), 1.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-721-01",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Victory Medical Center Pharmacy,"Glutathione (MDV), 200 mg/mL, 30 mL vial, each mL contains Glutathione 200 mg, Ascorbic Acid 20 mg, Benzyl Alcohol 1.5%, Na Hydroxide (Ph Adjust) in sterile water for injection, VMC.",Microbial Contamination of Sterile Products - out of specifications results were obtained for bacterial endotoxin.,Class I,Ongoing,TX
20260819,"Apollo Care, LLC","SEMAGLUTIDE 12.5MG (2.5MG/mL), 5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-495-05",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 2.25MG (0.9 mg/mL), 2.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202 NDC 71170-811-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Liebel-Flarsheim Company LLC,"Optiray Imaging Bulk Package-350, Ioversol Injection 74%, 350 mg/mL Organically Bound Iodine, 500 mL Multiple-Dose Vial, Rx only, Sterile Solution, Manufactured by: Liebel-Flarsheim Company LLC, Raleigh, NC 27616, Made in USA, NDC 0019-1333-65.","Presence of Particulate Matter: comprising polyethylene and other plastic materials, stainless steel and glass.",Class I,Ongoing,NC
20260819,Heritage Pharmaceuticals Inc,"CLINDAMYCIN PALMITATE HYDROCHLORIDE FOR ORAL SOLUTION, USP, 75 mg/5 mL, Rx Only, 100 mL, Distributed by: Avet Pharmaceuticals Inc., East Brunswick, NJ 08816, NDC 23155-603-51",Presence of Foreign Substance: presence of particles and white flakes in the reconstituted bottles.,Class II,Ongoing,NJ
20260819,"Apollo Care, LLC","SEMAGLUTIDE 2.5mg (1mg/mL), Glycine 12.5 mg (5mg/mL), 2.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-711-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 6.75mg (4.5 mg/mL), 1.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202 NDC 71170-821-01",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 0.9mg (0.9 mg/mL), 1 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-810-01",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Prestige Brands Holdings,"CLEAR EYES Maximum Itchy Eye Relief, 0.5 fl oz (15 mL) per dropper bottle, Sterile, Dist. by Medtech Products Inc., Tarrytown, NY 10591, a Prestige Consumer Healthcare Company.  NDC: 67172-999-01 UPC 6 78112 65920 3",Lack of assurance of sterility. The recall is due to potential contamination,Class II,Ongoing,NY
20260819,"Apollo Care, LLC","SEMAGLUTIDE 20mg (5mg/mL), Glycine 20 mg (5mg/mL), 4 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-724-04.",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 10mg (5mg/mL), Glycine 10 mg (5mg/mL), 2 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-722-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 9mg (4.5 mg/mL), 2 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-822-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Shoolin Pharma Chem LLP,"TADALAFIL USP, 0.100 KG, 0.1KG(100gm)-bag, Rx only, ""For Prescription Compounding Only"",  Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesania, Gujarat, 382715, India, (CAS NO 1715996-29-5), NDC 85702-002-02.",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260819,Shoolin Pharma Chem LLP,"TADALAFIL USP, 0.500 KG, 0.500KG(500gm)-bag, Rx only, ""For Prescription Compounding Only"",  Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesania, Gujarat, 382715, India, (CAS NO 171596-29-5), NDC 85702-002-04.",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260819,"Apollo Care, LLC","SEMAGLUTIDE 4.5mg (0.9 mg/mL), 5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-812-03",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Novartis Pharmaceuticals Corporation,"Diovan (valsartan) 160 mg, 90 tablets, Rx only, Manufactured by: Patheon Manufacturing Services LLC, Greenville, NC 27834, Distributed by: Novartis Pharmaceutical Corp, East Hanover, NJ 07936, NDC 0078-0359-34",Failed Dissolution Specifications,Class II,Ongoing,NJ
20260819,"Apollo Care, LLC","SEMAGLUTIDE 5mg (1mg/mL), Glycine 25 mg (5mg/mL), 5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202.NDC 71170-712-03",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Baxter Healthcare Corporation,"Cefazolin in Dextrose, Injection, USP, 2g / 100mL (20mg / mL) Single-Dose Infusion Bag in 100mL GALAXY Plastic Container, Frozen Premix, Sterile, Rx only, Manufactured by Baxter Healthcare Corporation, Deerfield, IL 60015, USA, NDC 0338-3508-41.",Presence of Particulate Matter,Class I,Ongoing,IL
20260819,Shoolin Pharma Chem LLP,"SILDENAFIL CITRATE USP, 1.00KG, 1.00KG-bag Net Wt. Rx only "" For Prescription Compounding Only"",  Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesania, Gujarat, 382715, India, (CAS NO. 171599-83-0) NDC 85702-001-08.",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260819,Shoolin Pharma Chem LLP,"TADALAFIL USP, 1.00 KG, 1KG(1000gm)-bag, Rx only, ""For Prescription Compounding Only"",  Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesania, Gujarat, 382715, India, (CAS NO 171596-29-5), NDC 85702-001-08",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260812,Aurobindo Pharma USA Inc,"Dicyclomine Hydrochloride Capsules, USP, 10mg, 1,000 bottles, Rx only, Distributed by: Aurobindo Pharma USA, Inc., 279 Princeton-Hightstown Road, East Windsor, NJ 08520, Made in India, NDC 59651-719-99",shortfill; reports of empty capsules.,Class II,Ongoing,NJ
20260812,Sunny Pharmtech Inc.,"Cyclophosphamide for Injection, USP, 2 gram/vial, One Single-Dose Vial, Rx only, Manufactured for: Long Grove Pharmaceuticals, LLC, Rosemont, IL 60018.  Manufactured in Taiwan, NDC 81298-8114-1",Presence of Particulate Matter; identified as stainless steel,Class I,Ongoing,
20260812,Central Admixture Pharmacy Services Inc,"Total Parental Nutrition - Pediatric PN Patient-Specific TPN Bag, (patient specific),  Compound Volume 416.8 mL per bag, Rx only, Single Dose Injection, Refrigerated Injection, Central Admixture Pharmacy Services, Inc., Atlanta, 1750 Corp Dr. Ste 725, Norcross, GA 30093 (844) 903-6418",Incorrect Product Formulation,Class III,Ongoing,GA
20260812,Zydus Pharmaceuticals (USA) Inc,"Mirabegron Extended-Release Tablets, 25 mg, 30-count bottle, Rx only, Manufactured by: Zydus Lifesciences Ltd., Matoda, Ahmedabad, India, Distributed by: Zydus Pharmaceuticals (USA) Inc., Pennington, NJ 08534, NDC 70710-1159-3.",CGMP: Due to Out of Specification (OOS) result for N-Nitroso Mirabegron impurity.,Class II,Ongoing,NJ
20260812,Sunny Pharmtech Inc.,"Cyclophosphamide for Injection, USP, 1 gram/vial, One Single-Dose Vial, Rx only, Manufactured for: Long Grove Pharmaceuticals, LLC, Rosemont, IL 60018.  Manufactured in Taiwan, NDC 81298-8112-1",Presence of Particulate Matter; identified as stainless steel,Class I,Ongoing,
20260805,"Ascend Laboratories, LLC","Dabigatran Etexilate Capsules, 75 mg, 60-count (6x10)blister pack further packaged in a carton, Rx only, Manufactured by: Alkem Laboratories Ltd., Mumbai, INDIA, Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268, NDC 0904-7253-68.","Failed impurity/degradation specification: an OOS result observed in Related substance test analysis w.r.t Impurity II, Impurity III and Total impurities for 12-month stability",Class III,Ongoing,NJ
20260805,"Ascend Laboratories, LLC","Dabigatran Etexilate Capsules, 75 mg, 30-count (3x10) blister pack further packaged in a carton, Rx only, Manufactured by: Alkem Laboratories Ltd., Mumbai, INDIA, Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268, NDC 0904-7253-04.","Failed impurity/degradation specification: an OOS result observed in Related substance test analysis w.r.t Impurity II, Impurity III and Total impurities for 12-month stability",Class III,Ongoing,NJ
20260805,"Glenmark Pharmaceuticals Inc., USA","Azelaic Acid Gel, 15%, 50 gram tubes, For Topical Use only, Rx only, Distributed by: Glenmark Pharmaceuticals Inc., USA, Elmwood Park, NJ 07407, NDC 68462-626-52.","CGMP Deviations: Product quality complaints concerning abnormal texture or consistency (described as grainy, gritty, or sandy) were received.",Class II,Ongoing,NJ
20260805,MYLAN PHARMACEUTICALS INC,"Mycophenolate Mofetil for Injection USP, 500 mg/Vial, Single Dose Vial, 4 vials per carton, Rx only, Manufactured for: Mylan Institutional LLC, Morgantown, WV, 26505 USA, Made in India, NDC 67457-386-00 (vial label) & NDC 67457-386-81 (carton label).",Presence of precipitate,Class II,Ongoing,WV
20260805,MICRO LABS USA INC,"Dorzolamide HCl and Timolol Maleate Ophthalmic Solution, USP, 2%/0.5%, 10mL - bottle, Rx only, Manufactured by: Micro Labs Limited, India, Manufactured for: Micro Labs USA Inc., Somerset, NJ 08873. NDC 42571-147-26.",Defective Container: Firm received multiple complaints of broken cap spikes and undeliverable drops.,Class II,Ongoing,NJ
