Date Reported,Company,Product,Reason,Severity Class,Status,State
20260909,Baxter Healthcare Corporation,"Daptomycin, in 0.9% Sodium Chloride Injection, 500 mg per 50 mL (10 mg/mL), 500 mg total, in 50 mL Single Dose Container (24 bags/carton), Rx only, Sterile Nonpyrogenic, Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-0714-24.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Nexterone (amiodarone HCI), 360 mg/200 mL (1.8 mg/mL) in GALAXY Single-Dose Container, sterile, Nonpyrogenic, iso-osmotic solution in Dextrose, Baxter Healthcare Corporation, Deerfield, IL 60015, Made in the USA, NDC 43066-360-20.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Clindamycin Injection USP in 5% Dextrose, 600 mg per 50 mL (12 mg/mL) in GALAXY 50 mL Single Dose Container, Rx only, Sterile Nonpyrogenic, Baxter healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-3612-50.",CGMP Deviations,Class II,Ongoing,IL
20260909,Allies Group Inc.,"THE ONE SPF 50 INVISIBLE SUNSCREEN GEL, (Avobenzone 3%, Homosalate 7%, Octocrylene 10%, Octisalate 5%), 50ML - 1.7 fl. oz Tube, Made in U.S.A, Distributed by Allies Group Pte Ltd, Singapore 068914. UPC 8 885014 073224",Subpotent Product: Firm Testing indicated the affected product may not reliably provide the SPF 50 protection stated on the label.,Class II,Ongoing,DE
20260909,Baxter Healthcare Corporation,"Dexmedetomidine Hydrochloride in 0.9% Sodium Chloride Injection, 400 mcg per 100 mL (4 mcg/mL) in Galaxy 100 mL Single Dose Container, Rx only, Baxter Healthcare Corporation, Deerfield, IL 60015, USA, NDC 0338-9557-12.",CGMP Deviations,Class II,Ongoing,IL
20260909,Allies Group Inc.,"THE ONE SPF 50 INVISIBLE SUNSCREEN GEL, (Avobenzone 3%, Homosalate 7%, Octocrylene 10%, Octisalate 5%), 20ml - 0.7 fl. oz. Tube, Made in the U.S.A, Distributed by Allies Group Pte Ltd, Singapore 068914. UPC  8 885014 074733",Subpotent Product: Firm Testing indicated the affected product may not reliably provide the SPF 50 protection stated on the label.,Class II,Ongoing,DE
20260909,Baxter Healthcare Corporation,"Clindamycin Injection USP in 5% Dextrose, 900 mg/50 mL (18 mg/mL), in GALAXY 50 mL Single Dose Container, Rx only, Sterile Nonpyrogenic, Manufactured by: Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-4114-50.",CGMP Deviations,Class II,Ongoing,IL
20260909,Lexia LLC,"Broadway Joe's Pain Cream, 3000 gm CBD, (Histamine Dihydrochloride 0.025%) (CDB Isolate 3000mg, HempSeed Oil 2000mg),4 oz-jar, Produced for Broadway Joe's, Franklin, TN, 37067, NDC 83088-8120-6; UPC 8 50041 64004 4",CGMP Deviations: Potential contamination of raw material,Class II,Ongoing,TN
20260909,Baxter Healthcare Corporation,"MYXREDLIN, Insulin Human in 0.9% Sodium Chloride Injection, 100 units/100 mL (1 unit/mL), Rx only, Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-0126-12.",CGMP Deviations,Class II,Ongoing,IL
20260909,Golden State Medical Supply Inc.,"Prasugrel HCI, Tablets, USP, 10mg, 30-count bottle, Rx only, Marketed by: GSMS, Incorporated, Camarillo, CA 93012, USA, NDC: 51407-445-30.",Failed Dissolution Specifications. Notification from the manufacturer that lot is being recalled due to failed dissolution,Not Yet Classified,Ongoing,CA
20260909,Bionpharma Inc.,"Doxylamine Succinate and Pyridoxine HCl Delayed-Release tablets 10 mg/10 mg, 100-count bottle, Rx Only, MADE IN INDIA, Distributed by: Bionpharma Inc., Princeton, NJ 08540 NDC 69452-206-20.",Presence of Foreign Tablets/Capsules,Class III,Ongoing,NJ
20260909,Baxter Healthcare Corporation,"Famotidine Injection in Sodium Chloride Injection, 20 mg, 50 mL in GALAXY Single Dose Container, Rx Only, Sterile Nonpyrogenic, Baxter International Inc., Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-5197-41.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Vancomycin Injection, USP, in 0.9% Sodium Chloride, 1g per 200 mL (5 mg/mL) in GALAXY Single-Dose Container, Rx only, Sterile Nonpyrogenic, Baxter Healthcare Corporation, Deerfield, IL, 60015 USA, NDC 0338-3583-01.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Vasopressin, in 0.9% Sodium Chloride Injection, 40 units per 100 mL (0.4 units/mL), 100mL Single-Dose Container, Rx only, Sterile, Baxter Healthcare Corporation, Deerfield, IL, 60015 USA, NDC 0338-9647-12.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Clindamycin Injection USP in 5% Dextrose, 900 mg/50 mL (18 mg/mL), in GALAXY 50 mL Single Dose Container, Rx only, Sterile Nonpyrogenic, Manufactured by: Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 43066-995-24.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Vancomycin Injection, USP in 5% Dextrose, 1 g per 200mL (5 mg/mL), in GALAXY Single-Dose Container, Rx only, Sterile Nonpyrogenic, Iso-osmotic, Baxter Healthcare Corporation, Deerfield, IL, 60015 USA, NDC 0338-3552-48.",CGMP Deviations,Class II,Ongoing,IL
20260909,Baxter Healthcare Corporation,"Clindamycin Phosphate in 0.9% Sodium Chloride Injection, 600 mg per 50 mL (12 mg/mL), 50 mL Single-Dose GALAXY Container, Rx only, Sterile Nonpyrogenic, Baxter Healthcare Corporation, Deerfield, IL 60015 USA, NDC 0338-9549-50.",CGMP Deviations,Class II,Ongoing,IL
20260909,Mylan Pharmaceuticals Inc,"Carton label: Mycophenolate Mofetil for injection, USP, 500 mg/vial, Sterile, 4 Single Dose Vials, Rx only, Manufactured for: Mylan Institutional LLC, Morgantown, WV 26505, Made in India, NDC 67457-386-81.  Vial Label: Mycophenolate Mofetil for injection, USP, 500 mg/vial, Sterile, Single Dose Vial, Rx only, Manufactured for: Mylan Institutional LLC, Morgantown, WV 26505, Made in India, NDC 67457-386-00.",Failed Dissolution Specifications,Class II,Ongoing,WV
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 200 mcg (0.2 mg), packaged in a) 90-count bottles (NDC  16729-457-15) and b) 1000-count bottles (NDC 16729-457-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,Hikma Pharmaceuticals USA INC.,"Ramipril Capsules USP, 10 mg, packaged in a) 100 Capsules (NDC 76282-673-01) and b) 500 Capsules (NDC 76282-673-05) bottles, Rx only, Manufactured for: Exelan Pharmaceuticals, Inc., Boca Raton, FL 33432, Manufactured by: West-Ward Columbus Inc., Columbus, OH  43228.","Failed Impurities/Degradation Specifications: OOS result obtained for a process impurity, dicyclohexylurea (DCU).",Class II,Ongoing,OH
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 50 mcg (0.05 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-448-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 125 mcg (0.125 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-453-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 25 mcg (0.025 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-447-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 137 mcg (0.137 mg), packaged in a) 90-count bottles (NDC 16729-454-15) b) 1000-count bottles (NDC 16729-454-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,Lupin Pharmaceuticals Inc.,"Clobetasol Propionate Cream USP, 0.05%, 60 g tube, Rx Only, Manufactured for: Lupin Pharmaceuticals, Inc., Naples, FL 34108, United States, Manufactured by: Lupin Limited, Pithampur (MP) 454 775, INDIA, NDC 68180-956-04.",Failed content uniformity specifications.,Class II,Ongoing,FL
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 300 mcg (0.3 mg), 90-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-458-15.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 75 mcg (0.075 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-449-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,Mallinckrodt Hospital Products Inc.,"Acthar Gel (repository corticotropin injection), 5 mL multiple-dose vial, Rx Only, Mfd. for: Mallinckrodt ARD LLC, Bridgewater, NJ 08807, NDC 63004-8710-1 & NDC 63004-8710-2",Presence of particulate matter: glass and stopper piece,Class II,Ongoing,NJ
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 150 mcg (0.15 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-455-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"Church & Dwight Co., Inc.","Zicam, Cold Remedy, Medicated Nasal Swabs, With Cooling Menthol & Eucalyptus, 20 Single-Use Swabs per carton, Zinc-Free Homeopathic, Distributed by Church & Dwight Co. Inc., Ewing, NJ 08628, UPC 732216301205.",CGMP Deviations; FDA inspection of the contract manufacturer noted out of limit results for microbiological testing,Class II,Ongoing,NJ
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 175 mcg (0.175 mg), packaged in a) 90-count bottles (NDC 16729-456-15), and b) 1000-count bottles (NDC 16729-456-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,"Fresenius Kabi USA, LLC","Tyenne (tocilizumab-aazg) Injection, 400 mg/20 mL (20 mg/mL), 20 mL vial, Rx Only, Manufactured  by Fresenius Kabi USA, LLC,  Lake Zurich, Illinois, 60047, NDC 65219-594-20.",Presence of particulate matter:An internal investigation at the firm found the product to contain glass particles.,Class I,Ongoing,IL
20260902,B BRAUN MEDICAL INC,"Lactated Ringer's Injection USP, 1000 mL EXCEL container, Rx only, L7500, B. Braun Medical, Inc., Bethlehem, PA 18018-3524 USA, NDC 0264-7750-00",Presence of Particulate matter.,Class I,Ongoing,PA
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 100 mcg (0.1 mg), packaged in a) 90-count bottles (NDC 16729-451-15) and b) 1000-count bottles, (NDC 16729-451-17), Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 88 mcg (0.088 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-450-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 112 mcg (0.112 mg), 1000-count bottles, Rx Only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: Intas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, India, NDC 16729-452-17.",Subpotent Drug,Class II,Ongoing,NC
20260902,Apotex Corp.,"Paxil CR, Paroxetine, Extended-Release Tablets, 37.5mg, 30 count bottle, Rx only, Manufactured by: Apotex Inc., Toronto, Ontario, Canada M9L 1T9, Manufactured for: Apotex Corp., Weston, Florida 33326, NDC 60505-4379-3",Failed Dissolution Specifications; product failed to meet 24-month stability testing acceptance criteria,Class II,Ongoing,FL
20260826,"American Regent, Inc.","Cyanocobalamin injection USP, 10,000 mcg/10 mL (1,000 mcg/mL), For IM or SC Use Only, packaged in a) 10 mL Multi-Dose Vial (NDC 0517-0032-01) and b) 25x10 mL Multi-Dose Vials (NDC 0517-0032-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Golden State Medical Supply Inc.,"Carbamazepine Tablets, USP, 200mg, packaged in a)1000-count bottles (NDC 51407-215-10), b) 100-count bottles (NDC 51407-215-01), Rx Only, Manufactured by: Taro Pharmaceutical Industries Ltd., Marketed by: GSMS, Incorporated, Camarillo, CA 93012 USA",CGMP deviations: tablets with black specks.,Class II,Ongoing,CA
20260826,"American Regent, Inc.","Multrys (Trace Elements Injection 4, USP), For intravenous infusion, packaged in a) 1 mL Single-Dose Vial (NDC 0517-9302-01), and b) 25x1 mL Single-Dose Vials (NDC 0517-9302-25) Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","ACETYLCYSTEINE SOLUTION, USP, 20% (200 mg/mL), packaged in a) 4 mL Vial NOT FOR INJECTION (NDC 0517-7604-01), and b) 25x4 mL Vials NOT FOR INJECTION (NDC 0517-7604-25), Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Papaverine HCl Injection, USP, 60 mg/2 mL (30 mg/mL), packaged in a) 2mL Single-Dose Vial (NDC 0517-4002-01), and b) 25x2mL Single-Dose Vials (NDC 0517-4002-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.",Presence of Particulate Matter: Product contaminated with particulate matter identified as glass and/or paraformaldehyde,Class I,Ongoing,NY
20260826,"American Regent, Inc.","ACETYLCYSTEINE SOLUTION, USP, 10% (100 mg/mL), packaged in a) 4 mL Vial NOT FOR INJECTION (NDC 0517-7504-01), and b) 25x4 mL Vials NOT FOR INJECTION (NDC 0517-7504-25), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Shilpa Medicare Limited,"PEMRYDI RTU (pemetrexed injection), 100 mg/10 mL (10 mg/mL),  Single-dose vial, Rx only, Manufactured by: Zydus Lifesciences Limited, Ahmedabad, India; Distributed by: Amneal Pharmaceuticals LC, Bridgewater, NY 08807.  NDC: 70121-2453-1",Discolored solution. The firm has received market complaints reporting green to dark green discoloration in certain vials,Class II,Ongoing,
20260826,"American Regent, Inc.","Atropine Sulfate injection, USP, 1 mg/mL, For intravenous Use, Sterile, packaged in a) 1 mL Single-Dose Vial (NDC 0517-1001-01), and b) 25x1 mL Single-Dose Vial (NDC 0517-1001-25), Rx only, AMERICAN REGENT INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Regeneron Pharmaceuticals Inc,"Libtayo (cemiplimab-rwlc) Injection, 350 mg/7 mL (50 mg/mL), For Intravenous Infusion After Dilution, Single-Dose Vial, Rx only, Manufactured by: Regeneron Pharmaceuticals, Inc., Tarrytown, NY 10591; Marketed by: Regeneron Pharmaceuticals, Inc. (Tarrytown, NY 10591),  NDC 61755-008-01",Lack of Assurance of Sterility,Class II,Ongoing,NY
20260826,"American Regent, Inc.","Nitroglycerin injection, USP, 50 mg/10 mL (5 mg/mL), packaged in a) 10 mL vials (NDC 0517-4810-01), b) 25x10mL vials (NDC 0517-4810-25) RX only, AMERICAN REGENT, INC., Shirley, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,Mylan Pharmaceuticals Inc,"Acamprosate Calcium, Delayed-Release Tablets, 333 mg, 180 tablets bottles, Rx only, Mylan Pharmaceuticals Inc., Manufactured for: Mylan Pharmaceuticals Inc., Morgantown, WV 266505, NDC 0378-6333-80.",Failed Dissolution Specifications,Class II,Ongoing,WV
20260826,Shilpa Medicare Limited,"PEMRYDI RTU(pemetrexed injection), 500 mg/50 mL (10 mg/mL), Single-dose vial, Rx only, Manufactured by: Zydus Lifesciences Limited, Ahmedabad, India; Distributed by: Amneal Pharmaceuticals LC, Bridgewater, NY 08807.  NDC: 70121-2461-1",Discolored solution. The firm has received market complaints reporting green to dark green discoloration in certain vials,Class II,Ongoing,
20260826,"American Regent, Inc.","niCARdipine Hydrochloride Injection, USP, 25 mg/10mL (2.5 mg/mL), packaged in a) 10 mL Single Dose Vial (NDC 72572-470-01) and b) 10x10 mL Single Dose Vials (NDC 72572-470-10), Rx Only, Mfd for: Civica, Inc., Lehi, UT, Mfd by: American Regent, Inc., New Albany, OH 43054.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","AMINAOCAPROIC ACID INJECTION, USP, 250 mg/mL (5 g/20 mL), packaged in a) 20 mL MULTIPLE DOSE VIAL FOR IV INFUSION (NDC 0517-9120-01),  and b) 25x20 mL MULTIPLE DOSE VIALS (NDC 0517-9120-25), Rx Only, American Regent, Inc., Shirley, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Selenious Acid Injection, USP 12 mcg/2 mL (6 mcg/2mL), For intravenous use, packaged in a) 2mL Single-Dose Vial (NDC 0517-6502-01), and b)10x2mL Single-Dose Vial (NDC 0517-6502-10), Rx Only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"Fresenius Kabi USA, LLC","Morphine Sulfate Injection, USP, 2 mg /mL, 1 mL single-dose Simplist prefilled syringes, For Intramuscular or Intravenous use, Rx only, Fresenius Kabi, Lake Zurich, IL. Unit of Use NDC Number 76045-004-01; Unit of Sale NDC Number 76045-004-11","Labeling: Label Mixup: MicroVault labeled as Morphine 2 mg/1 mL, contains a Prefilled Syringe of Dilaudid 0.5 mg/0.5 mL.",Class I,Ongoing,IL
20260826,SUN PHARMACEUTICAL INDUSTRIES INC,"Carbamazepine Tablets, USP, 200mg, 1000 count bottles, Rx only, Manufactured by: Taro Pharmaceutical Industries Ltd., Haifa Bay, Israel 2624761, Distributed by: Taro Pharmaceuticals USA, Inc., Hawthorne, NY 10532, NDC 51672-4005-3.",CGMP Deviations; black spots found on tablets from burnt excipient during manufacturing,Class II,Ongoing,NJ
20260826,"American Regent, Inc.","Cyanocobalamin injection USP, 1,000 mcg/mL, For IM or SC Use Only, packaged in a) 1 mL Multi-Dose Vial (NDC 0517-0031-01), and b) 25x1 mL Multi-Dose Vials (NDC 0517-0031-25) Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260826,"American Regent, Inc.","Tralement (trace elements injection 4*, USP), packaged in a) 1mL Single Dose vials (NDC 0517-9305-01) and b) 5x1mL Single Dose vials (NDC 0517-9305-25), Rx only, AMERICAN REGENT, INC., SHIRLEY, NY 11967.","Presence of Particulate Matter: Product contaminated with particulate matter identified as hair, glass and/or paraformaldehyde",Class II,Ongoing,NY
20260819,Buy-Herbal,"Kian Pee Wan Capsules, 30-count bottles",Marketed Without an Approved NDA/ANDA: Product contains undeclared drug ingredients dexamethasone and cyproheptadine.,Class I,Ongoing,NY
20260819,Shoolin Pharma Chem LLP,"SILDENAFIL CITRATE USP, 0.100 KG, 100 gm-bag Net Wt, RX ONLY ""FOR Prescription Compounding Only"", Shoolin Pharma Chem LLP, Block/Survey no 408, B/H Ratnamani Tubes, Near Maruti Inox, Indrad, Kadi, Mahesana, Gujarat, 382715, India,  (CAS NO. 171599-83-0) NDC 85702-001-05",CGMP Deviations:Noted during FDA inspection,Class II,Ongoing,
20260819,"Apollo Care, LLC","SEMAGLUTIDE 7.5mg (5mg/mL), Glycine 7.5 mg (5mg/mL), 1.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-721-01",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Victory Medical Center Pharmacy,"Glutathione (MDV), 200 mg/mL, 30 mL vial, each mL contains Glutathione 200 mg, Ascorbic Acid 20 mg, Benzyl Alcohol 1.5%, Na Hydroxide (Ph Adjust) in sterile water for injection, VMC.",Microbial Contamination of Sterile Products - out of specifications results were obtained for bacterial endotoxin.,Class I,Ongoing,TX
20260819,"Apollo Care, LLC","SEMAGLUTIDE 12.5MG (2.5MG/mL), 5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-495-05",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,"Apollo Care, LLC","SEMAGLUTIDE 2.25MG (0.9 mg/mL), 2.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801 Mojave Ct, Ste 102, Columbia, MO 65202 NDC 71170-811-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
20260819,Liebel-Flarsheim Company LLC,"Optiray Imaging Bulk Package-350, Ioversol Injection 74%, 350 mg/mL Organically Bound Iodine, 500 mL Multiple-Dose Vial, Rx only, Sterile Solution, Manufactured by: Liebel-Flarsheim Company LLC, Raleigh, NC 27616, Made in USA, NDC 0019-1333-65.","Presence of Particulate Matter: comprising polyethylene and other plastic materials, stainless steel and glass.",Class I,Ongoing,NC
20260819,Heritage Pharmaceuticals Inc,"CLINDAMYCIN PALMITATE HYDROCHLORIDE FOR ORAL SOLUTION, USP, 75 mg/5 mL, Rx Only, 100 mL, Distributed by: Avet Pharmaceuticals Inc., East Brunswick, NJ 08816, NDC 23155-603-51",Presence of Foreign Substance: presence of particles and white flakes in the reconstituted bottles.,Class II,Ongoing,NJ
20260819,"Apollo Care, LLC","SEMAGLUTIDE 2.5mg (1mg/mL), Glycine 12.5 mg (5mg/mL), 2.5 mL Sterile Multi-Dose Vial, Rx Only, For Subcutaneous Injection Only, APOLLO care, 3801Mojave Ct, Ste 102, Columbia, MO 65202. NDC 71170-711-02",Presence of Particulate Matter; identified as a nylon/polyamide and silk/proteinaceous-type material,Class II,Ongoing,MO
