Date Reported,Company,Product,Reason,Severity Class,Status,State
20260729,"Fresenius Kabi USA, LLC","Xylocaine (lidocaine HCl Injection, USP), 1%, 200 mg per 20 mL (10 mg per mL), 25 Multiple-Dose Vials, 20 mL, Rx only, Sterile,  Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-485-27; NDC Vial:  63323-485-01",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Dry Aid (povidone 0.68%, propylene glycol 0.3%), Sterile, 0.34 FL OZ (10 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742011135, NDC 10742-8162-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 50 mcg (0.050 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6950-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Fresenius Kabi USA, LLC","Lidocaine HCl Injection, USP, 2%, 100 mg per 5 mL (20 mg per mL), 25 Single Dose Vials, 5 mL per vial,  Rx only, Sterile, Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-208-05; NDC Vial:  63323-208-01",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Max Strength (naphazoline hydrochloride 0.03%, polysorbate 80 0.2%), Sterile, TWIN PACK, 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742011210, NDC 10742-8158-2",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Asclemed USA Inc.,"Lidolog Kit, Kit Contains: Lidocaine HCl Injection, USP, 2% (2mL) vial, 1 Dose, Single use Only, Rx Only, Distributed by: Enovachem Pharmaceuticals, Torrance, CA 90501, NDC: 76420-760-01.","Labeling: Not Elsewhere Classified: The label wrap covers the barcode, making it hard to scan",Class III,Ongoing,CA
20260729,"Ascend Laboratories, LLC","Amlodipine and Olmesartan Medoxomil Tablets, 10 mg/20 mg, 30 Tablets per bottle, Rx Only, Manufactured by: Alkem Laboratories Ltd., INDIA; Distributed by: Ascend Laboratories, LLC., Parsnippany, NJ 07054.  NDC: 67877-500-30",Failed Dissolution Specifications; Olmesartan Medoxomil content below specifications,Class II,Ongoing,NJ
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 25 mcg (0.025 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Carton: 55154-3558-0; NDC Blister: 0904-6949-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Precision Dose Inc.,"Glycopyrrolate Oral Solution, 1 mg/5 mL, delivers 5 mL, Rx only, Pkg: Precision Dose, Inc, S. Beloil, IL 61080, unit-dose oral syringes, NDCs 68094-073-01 (oral syringe) and 68094-073-58 (case).",Due to an out-of-specification result for an unidentified impurity detected during routine stability testing.,Not Yet Classified,Ongoing,IL
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 112 mcg (0.0112 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6954-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Optic Glow (naphazoline hydrochloride 0.03%, povidone 0.5%, propylene glycol 0.2%), Sterile, 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742010916, NDC 10742-8160-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,"Fresenius Kabi USA, LLC","Xylocaine (lidocaine HCl Injection, USP), 1%, 500 mg per 50 mL (10 mg per mL), 25 Multiple-Dose Vials, 50 mL, Rx only, Sterile,  Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-485-57; NDC Vial:  63323-485-03",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Fresenius Kabi USA, LLC","Glycopyrrolate Injection, USP, 1 mg per 5 mL (0.2 mg per mL), 25 x  5 mL fill in a 6.5 mL vial, Rx only, Multiple Dose Vials, Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-578-05; NDC Vial:  63323-578-07",Presence of Particulate Matter: Hair was found in product,Class II,Ongoing,IL
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 125 mcg (0.0125 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6955-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 50 mcg (0.050 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Bag: 55154-3559-0; NDC Blister: 0904-6950-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rising Pharma Holding, Inc.","Rising, Cyproheptadine Hydrochloride Syrup, 2mg/5 mL, 473 mL (ONE PINT), Rx only, Manufactured for: Rising Pharma Holdings, Inc., East Brunswick, NJ, Manufactured by: Lyne Laboratories, Inc., Brockton, MA. NDC 64980-504-48.",Presence of Precipitate: medication was crystallizing and particles floating in the bottle,Class II,Ongoing,NJ
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops ALL-IN-ONE (hypromellose 0.2%, tetrahydrozoline HCL 0.05%, zinc sulfate 0.25%), Sterile 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam UPC 310742010862, NDC 10742-8146-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 150 mcg (0.0150 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6956-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Dry Aid (povidone 0.68%, propylene glycol 0.3%), Sterile, TWIN PACK 0.34 FL OZ (10 mL) each, Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742011159, NDC 10742-8162-2",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260722,"Chiesi USA, Inc.","CLEVIPREX (clevidipine injectable emulsion) 50 mg/100 mL (0.5 mg/mL), 10 Single Use Vials, Rx Only, Manufactured for: Chiesi USA, Inc., Cary, NC 27518, by Fresenius Kabi, Graz, Austria, NDC 10122-611-10.",Lack of Assurance of Sterility,Class II,Ongoing,NC
20260722,"Bell Pharmaceuticals, Inc","QC Quality Choice, Carbamide Peroxide, 6.5%, 0.5 FL. OZ. (15 mL) a) Washer Bulb included (NDC 63868-026-15); b) 1 bottle (NDC 63868-027-16), Distributed by C.D.M.A., Inc., 43157 W. Nine Mile, Novi, MI 48376.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","Clinere, Carbamide Peroxide, a) 2 bottles of Clinere Carbamide Peroxide (2 x 0.50 mL) 6.5%, 0.5 fl. oz. (15 mL); b) 1 bottle of Clinere Carbamide Peroxide (0,50 fl. oz. (15 mL), Dist. by: Quest Products LLC, Pleasant Prairie, WI 53158, NDC 68229-102-01.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","LEADER, Carbamide Peroxide 6.5%, 0.5 Fl Oz (15 mL), a) Kit -1 RUBBER BULB SYRINGE, 0.5 FL OZ DROPS, (NDC 70000-0689-1); b) 1 bottle (NDC 70000-0688-1), DIST. BY CARDINAL HEALTH, DUBLIN, OH 43017.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","FAMILY Wellness, Carbamide Peroxide 6.5%, 0.5 Fl Oz (15 mL), Kit - Washer Bulb Included, (NDC 55319-835-01), DISTRIBUTED BY: MIDWOOD BRANDS LLC, 500 VOLVO PKWY, CHESAPEAKE, VA 23320.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"CareFusion 213, LLC","BD ChloraPrep Clear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol), 60 x 1 mL applicators/carton, 0.03fl oz (1 mL) each, STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co. NDC 54365-400-31",Lack of Assurance of Sterility: Affected product may exhibit an open or incomplete seal on the packaging of the applicator,Class II,Ongoing,TX
20260722,"Bell Pharmaceuticals, Inc","CAREone, Carbamide Peroxide 6.5%, 0.5 FL OZ (15 mL), Bottle, NDC 72476-838-34, DISTRIBUTED BY: FOODHOLD U.S.A, LLC, LANDOVER, MD 20785.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,Padagis US LLC,"Nystatin Cream USP, (100,000 USP Nystatin Units), NET WT 15 g, Rx only, 15 g tube, Manufactured by Padagis, Yeruham, Israel, NDC 45802-059-35",Subpotent Drug: Low out of specification assay results performed during long-term stability testing.,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","meijer, Carbamide Peroxide 6.5%, 0.5 FL OZ (15 mL), Washer Bulb included, NDC 41250-835-33, DIST. BY MEIJER DISTRIBUTION, INC., GRAND RAPIDS, MI 49544.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","CVS Health, Carbamide Peroxide, 6.5%, 0.5 FL Oz (15 mL), a) Bottle (NDC 51316-822-00.); b) Kit (1 BULB, Syringe & Drops- NDC 51316-823-00.), Distributed by: CVS Pharmacy., Inc. One CVS Drive, Woonsocket, RI 02895,",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","TopCare Health, CARBAMIDE PEROXIDE 6.5%, 0.5 FL OZ (15 mL) a) Kit - WASHER BULB & DROPS INCLUDED (NDC 36800-835-33); b) 1 bottle (NDC 36800-835-34), DISTRIBUTED BY TOPCO ASSOCIATES LLC, ELK GROVE VILLAGE, IL 60007.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","AUDIOLOGIST'S CHOICE, Carbamide Peroxide 6.5%, 0.5 Fl Oz (15 mL) a) Kit - Washer Bulb Included (NDC 59256-001-02); b) 1 bottle (NDC  59256-836-34), Distributed By: Oaktree Products Inc., St. Louis. MO 63005.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","GOOD NEIGHBOR PHARMACY, Carbamide Peroxide 6.5%, 0.5 Fl Oz (15 mL), a) Kit - Washer Bulb Included, (NDC 46122-556-05); b) 1 bottle (NDC 46122-557-05), Distributed by: AmerisourceBergen, 1 West First Avenue, Conshohocken, PA 19428.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260722,"Bell Pharmaceuticals, Inc","Foster & Thrive, Carbamide Peroxide 6.5%, 0.5 FL OZ (15 mL), NDC 70677-1154-01, Distributed by: McKesson Corp., via SSSL, Memphis, TN 38141.",SubPotent Drug: low pH and significantly reduced assay (~0.6% vs expected ~6 7%).,Class II,Ongoing,MN
20260715,ONESOURCE SPECIALTY PHARMA LIMITED,"Methohexital Sodium for Injection, USP 500 mg Multiple Dose Vial, Rx Only, Manufactured by: OneSource Specialty, Pharma Limited, Bengaluru - 561 203, India, Manufactured for: Avet Pharmaceuticals Inc., East Brunswick, NJ 08816, NDC 23155-893-31",Failed Impurities/Degradation Specifications,Class II,Ongoing,N/A
20260715,Gasco Industrial Corp.,"Gasco Isopropyl Alcohol 70%, Net Contents: 1 US Gallon (3.78 L), Manufactured by: Gasco Industrial Corp., PO Box 1360, Gurabo, PR 00778, Made in USA",Subpotent drug,Class II,Ongoing,PR
20260715,Gasco Industrial Corp.,"Gasco Isopropyl Alcohol 70%, 32 oz (946 mL) Gasco Industrial Corp., PO Box 1360, Gurabo PR 00778, UPC 7 87302 12363 6.",Subpotent drug,Class II,Ongoing,PR
20260715,Gasco Industrial Corp.,"Drogueria San Juan Puerto Rico Isopropyl Alcohol 70%, 32 oz., 946 mL, Distributed by: Drogueria San Juan, Calle De Diego 590, Sabana Llana Rio Piedras, PR 00924, UPC 659685696567.",Subpotent drug,Class II,Ongoing,PR
20260715,Shimoga Chemicals,"Clomiphene Citrate USP Active Pharmaceutical Ingredient (CAS : 50-41-9), Net Weight a)1 KG (NDC 84849-000-01), b) 500 g (NDC 84849-000-02), (c) 100 g (NDC 84849-000-03), Rx Only, Shimoga Chemicals Address -W-57A, MIDC Kupwad Samgli, Maharashtra, 416436, India.",cGMP deviations,Class II,Ongoing,N/A
20260715,Reliance Life Sciences Private Limited,"Pemetrexed for Injection 500mg/Vial, 1 50 mL Single-Dose Vial per carton, For intravenous use only, Rx only,  Manufactured for: Somerset Therapeutics, LLC., Somerset, NJ 08873 NDC: 70069-0835-01",Lack of Sterility Assurance,Class II,Ongoing,N/A
20260715,Gasco Industrial Corp.,"Gasco Isopropyl Alcohol 70%, Net Contents: 16 Oz. (474 mL). Manufactured by: Gasco Industrial Corp., PO Box 1360 Gurabo PR 00778 Made in USA UPC 7 87302 13044 3",Subpotent drug,Class II,Ongoing,PR
20260715,Gasco Industrial Corp.,"Drogueria San Juan Puerto Rico Isopropyl Alcohol 70%, 1 gallon (3.78 liter), Distributed by: Drogueria San Juan, Calle De Diego 590, Sabana LLana Rio Piedras, PR 00924",Subpotent drug,Class II,Ongoing,PR
20260715,Reliance Life Sciences Private Limited,"Bortezomib for Injection 3.5mg/Vial, 10 mL per Single-Dose Vial, For Intravenous or Subcutaneous Use, Manufactured for: Somerset Therapeutics, LLC., Somerset, NJ 08873. NDC: 70069-0836-01",Lack of Sterility Assurance,Class II,Ongoing,N/A
20260715,Reliance Life Sciences Private Limited,"Pemetrexed for Injection 100mg/Vial, 1 10 mL Single-Dose Vial per carton, For intravenous use only, Rx only,  Manufactured for: Somerset Therapeutics, LLC., Somerset, NJ 08873 NDC: 70069-0834-01",Lack of Sterility Assurance,Class II,Ongoing,N/A
20260715,Reliance Life Sciences Private Limited,"Azacitidine for Injection 100mg/Vial, 1 10 mL Single-Dose Vial per carton, For Subcutaneous  and Intravenous Use, Rx only,  Manufactured for: Somerset Therapeutics, LLC., Somerset, NJ 08873 NDC: 70069-0857-01",Lack of Sterility Assurance,Class II,Ongoing,N/A
20260715,"BioMed Laboratories, LLC.","Medline Remedy Specialized Silicone Cream (Hydraguard-D ),Manufactured for Medline Industries, LP, Three Lakes Drive, Northfield, IL 80090  2 FL OZ (59 mL) NDC  53329-159-13   4 FL OZ (118 mL)  NDC 53329-159-04",Failed Impurities/Degradation Specifications; Formaldehyde levels exceeded specification.,Class II,Ongoing,TX
20260715,Gasco Industrial Corp.,"Drogueria San Juan Puerto Rico Isopropyl Alcohol 70%, 16 oz, 474 mL, Distributed by: Drogueria San Juan, Calle De Diego 590, Sabana LLana Rio Piedras, PR 00924, UPC 69685696529",Subpotent drug,Class II,Ongoing,PR
20260715,"QuVa Pharma, Inc.","Methohexital Sodium, 100 mg/10 mL (10 mg/mL), Total Volume: 10 mL, Rx only, Compounded drug, QuVa Pharma, 1075 W Park One Dr, Suite 100, Sugar Land, TX 77478, Product code: 70092-1310-46.",Failed Impurities/Degradation Specifications,Class II,Ongoing,TX
20260708,Blaine Labs Inc,"TERPENICOL Antifungal Solution, (Undecylenic (10-Undecenoic) acid 25%), 1.0 Fl Oz (29.6 mL), Manufactured By: Blaine Labs, Inc., 11037 Lockport Place, Santa Fe Springs, CA 90670. NDC 63347-600-01",CGMP Deviations; the firm discontinued required stability testing for products on the market still within expiry,Class II,Ongoing,CA
20260708,"CareFusion 213, LLC","BD ChloraPrep Hi-Lite Orange, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA)), packaged as a) 100 x 10.5 mL applicators/case, NDC 54365-400-35, Catalog Number: 930715NS; b) 100 x 10.5 mL applicators/case, Catalog Number bulk 930715NSB, NDC 54365-400-35; STERILE SOLUTION, CAREFUSION 213, LLC, EL PASO, TX 79912, subsidiary of Beckton, Dickson and Co.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,Blaine Labs Inc,"Fungal Fusion ERADICATION Solution, Antifungal & Antimicrobial Kit. Contains, 1x2 oz bottle Fungal Fusion Antifungal (Miconazole Nitrate) Cream, 1x2oz  bottle Fungal Fusion Antifungal Solution (25% Undecylenic Acid) and 1x1oz bottle of Fungal Fusion Eradication Antimicrobial Show Spray (isopropyl Alcohol, D-Limonene, Undecylenic Acid).  Manufactured By: Blaine Labs, Inc., 11037 Lockport Place, Santa Fe Springs, CA 90670, Manufactured for Doctor's Inc",CGMP Deviations; the firm discontinued required stability testing for products on the market still within expiry,Class II,Ongoing,CA
20260708,"CareFusion 213, LLC","ChloraPrep FREPP, Clear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol) 500 x 1.5 mL applicators/case, STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co. NDC 54365-400-30, Catalog number 930599NSB","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,Lupin Pharmaceuticals Inc.,"Glucagon Emergency Kit for Low Blood Sugar, Glucagon for Injection USP, 1mg per vial, Diluent for Glucagon, 1 mL syringe, Rx only, Manufactured for: Lupin Pharmaceuticals, Inc., Naples, FL 34108, Manufactured by: Lupin Limited, Nagpur - 441108, INDIA, NDC 70748-311-01",CGMP deviation: OOS result observed for the Gliding Force functionality test during 12-month long term stability testing.,Class II,Ongoing,FL
20260708,"Cipla USA, Inc.","Cinacalcet Hydrochloride Tablets, 30 mg, 30-count bottle, Rx Only, Manufactured by: Cipla Ltd., MIDC, Patalganga, India; Manufactured for: Cipla USA, Inc., 10 Independence Boulevard, Suite 300, Warren, NJ 07059, NDC 69097-410-02","cGMP Deviations: presence of N-nitroso-cinacalcet, above the acceptable daily intake (ADI).",Class II,Ongoing,NJ
20260708,Asclemed USA Inc.,"Accucaine, Kit contains: Lidocaine HCl Injection USP, 1% (10 mg/mL), 5 mL single dose ampule, Rx Only, Distributed by Enovachem Pharmaceuticals, Torrance, CA 90501, NDC: 76420-715-01.",Lack of Assurance of Sterility,Class II,Ongoing,CA
20260708,"CareFusion 213, LLC","BD ChloraPrep CLear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol) 100 x 10.5 mL Applicators/case, STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co. NDC 54365-400-34, catalog number 930700NS.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,Blaine Labs Inc,"Revitaderm Wound Care Gel, Benzalkonium Chloride 0.1%, packaged in 1.0 FL OZ (37 mL) bottle, shorter twist cap, Manufactured By: Blaine Labs, Inc. 11037 Lockport Place Santa Fe Springs, CA 90670, NDC 63347-120-02.",Microbial contamination of Non-Sterile Product: samples identified the presence of Lysinibacillus fusiformis and other Bacillus spp,Class I,Ongoing,CA
20260708,SUN PHARMACEUTICAL INDUSTRIES INC,"Fexofenadine Hydrochloride Tablets, USP 180 mg, Antihistamine, 150 Tablets per bottle, Distributed by: Ohm Laboratories, Inc., New Brunswick, NJ 08901. NDC 66336-561-30",Failed Impurities/Degradation Specifications,Class III,Ongoing,NJ
20260708,Blaine Labs Inc,"TRIPENICOL S Antifungal Solution (Undecylenic Acid 25%), 1.25 FL OZ (37.5 mL) bottle, Manufactured For: Trifluent Pharma, LLC, San Antonio, TX 78213,  NDC 73352-550-01.",CGMP Deviations; the firm discontinued required stability testing for products on the market still within expiry,Class II,Ongoing,CA
20260708,"CareFusion 213, LLC","BD ChloraPrep CLear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol),500 x 1 mL applicators/case,  STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co. NDC 54365-400-31, bulk catalog number 930480NSB","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,Lupin Pharmaceuticals Inc.,"prednisoLONE Acetate Ophthalmic Suspension, USP, 1%, Rx only, Sterile, a) 5 mL (NDC 70748-332-02); b) 10 mL (NDC 70748-332-03), c) 15 mL (70748-332-04), Manufactured by: Lupin Limited, Pithampur (M.P) 454 775, INDIA",Presence of Foreign Substance,Class II,Ongoing,FL
20260708,Blaine Labs Inc,"Revitaderm Wound Care, First Aid Antiseptic Gel, Benzalkonium Chloride 0.1%) packaged as (a) 1.0 Fl OZ (16 mL) bottle, long pointy cap, NDC 63347-120-02; (b) 3.0 Fl OZ (85 g) tube, with short twist cap, NDC 63347-120-01; Manufactured By: Blaine Labs, Inc. 11037 Lockport Place, Santa Fe Springs, CA 90670,",CGMP Deviations; product manufactured in the same facility under the same conditions as the product found to be contaminated,Class II,Ongoing,CA
20260708,"CareFusion 213, LLC","BD ChloraPrep Scrub Teal, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol) packaged as a) 25 x 26 mL applicators/case, NDC 54365-400-39, catalog number 930825NS, b)  50 x 26 mL applicators/case, NDC 54365-400-39, bulk catalog number 930825NSB; STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,"ACCORD HEALTHCARE, INC.","Levothyroxine Sodium Tablets, USP, 300 mcg (0.3mg), 90 Tablets bottles, Rx only, Manufactured for: Accord Healthcare, Inc., Raleigh, NC 27617, Manufactured by: lntas Pharmaceuticals Limited, Camp Road, Selaqui, Dehradun-248 197, INDIA, NDC 16729-458-15.",Subpotent Drug,Class II,Ongoing,NC
20260708,"CareFusion 213, LLC","BD PurPrep,  (Povidone-iodine 8.3% w/w (0.83% available iodine) with isopropyl alcohol 72.5% w/w), 50 x 26 mL Applicator/case, STERILE SOLUTION, CAREFUSION 213, LLC, EL PASO, TX 79912, subsidiary of Beckton, Dickson and Co, Catalog Number 960120NSB; NDC 54365-014-42.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
